term,n_query_with,n_query,n_rest_with,n_rest,odds_ratio,p_fisher
ko05152,2,19,25,1996,9.275294117647059,0.025701366845044312
Glioma,2,19,30,1996,7.709803921568628,0.03531750155619006
mTOR signaling pathway,2,19,30,1996,7.709803921568628,0.03531750155619006
B cell receptor signaling pathway,2,19,33,1996,6.998217468805704,0.04166315890082556
Vitamin digestion and absorption,1,19,4,1996,27.666666666666668,0.046310754642212335
Phototransduction - fly,1,19,5,1996,22.122222222222224,0.055325727608281
SNARE interactions in vesicular transport,1,19,5,1996,22.122222222222224,0.055325727608281
ErbB signaling pathway,2,19,41,1996,5.609756097560975,0.06047432795646034
Gastric acid secretion,1,19,6,1996,18.425925925925927,0.06425992928844156
p53 signaling pathway,1,19,7,1996,15.785714285714286,0.07311404350334177
Neurotrophin signaling pathway,2,19,46,1996,4.987212276214834,0.07347336413567329
Dorso-ventral axis formation,1,19,8,1996,13.805555555555555,0.0818887486221442
Insulin signaling pathway,2,19,51,1996,4.486735870818916,0.08730381701143428
Small cell lung cancer,1,19,9,1996,12.265432098765432,0.09058471760329041
Apoptosis,1,19,9,1996,12.265432098765432,0.09058471760329041
Adipocytokine signaling pathway,1,19,9,1996,12.265432098765432,0.09058471760329041
Inositol phosphate metabolism,1,19,10,1996,11.033333333333333,0.09920261803497991
MAPK signaling pathway - fly,1,19,10,1996,11.033333333333333,0.09920261803497991
T cell receptor signaling pathway,2,19,58,1996,3.9310344827586206,0.10788223591700233
Chagas disease (American trypanosomiasis),1,19,13,1996,8.474358974358974,0.12459450420383542
Measles,1,19,14,1996,7.865079365079365,0.1329067003158429
Jak-STAT signaling pathway,1,19,17,1996,6.467320261437909,0.1573969697715261
Toxoplasmosis,1,19,17,1996,6.467320261437909,0.1573969697715261
Melanogenesis,1,19,17,1996,6.467320261437909,0.1573969697715261
Colorectal cancer,1,19,18,1996,6.104938271604938,0.16541372368957355
